AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,SALE_COND,PARKING_FACIL,PRICE
Guindy,1719,151,3,2,Normal Sale,Yes,14400000
Saidapet,1145,283,3,2,Normal Sale,Yes,7600000
Porur,1044,79,2,2,Normal Sale,Yes,5800000
Tambaram,868,319,1,2,Normal Sale,Yes,3600000
Adyar,1606,140,4,2,Normal Sale,Yes,16200000
Nungambakkam,1217,283,3,2,Normal Sale,Yes,11500000
T Nagar,1628,405,4,4,Partial,Yes,13200000
Anna Nagar,1737,203,3,4,Normal Sale,Yes,16300000
Nungambakkam,1597,181,3,2,Abnormal,NO,12700000
Saidapet,1151,30,3,1,Normal Sale,Yes,7700000
Chromepet,1330,40,3,2,Abnormal,Yes,7100000
Adyar,2023,221,3,4,Normal Sale,NO,17000000
Adyar,1921,113,4,3,Partial,Yes,17900000
Velacherry,1128,75,2,2,Normal Sale,Yes,6900000
Perambur,979,49,1,1,Normal Sale,NO,4100000
Chetpet,1421,89,3,2,Normal Sale,Yes,12000000
Chromepet,1008,551,3,1,Abnormal,Yes,4600000
Velacherry,1060,371,2,1,Abnormal,Yes,5700000
Kodambakkam,1329,160,2,1,Normal Sale,Yes,9900000
T Nagar,1463,75,4,3,Normal Sale,Yes,14900000
Mylapore,1649,303,3,3,Normal Sale,Yes,15300000
T Nagar,1825,73,3,3,Normal Sale,NO,15700000
Egmore,1297,292,2,2,Abnormal,Yes,7600000
Nungambakkam,1275,292,3,2,Partial,NO,10300000
Nungambakkam,1452,266,3,3,Normal Sale,Yes,14100000
Perambur,996,145,1,2,Partial,Yes,3900000
Egmore,1008,52,2,2,Normal Sale,Yes,7400000
Adyar,1573,562,4,4,Normal Sale,Yes,15100000
Adyar,1771,388,3,2,Normal Sale,Yes,15600000
T Nagar,1663,223,4,2,Normal Sale,NO,14600000
Chetpet,1408,452,4,4,Normal Sale,NO,12100000
Anna Nagar,1757,71,4,3,Abnormal,Yes,15200000
Anna Nagar,1562,1000,4,2,Abnormal,Yes,11200000
Porur,1047,84,2,1,Normal Sale,Yes,5700000
Adyar,1636,547,3,3,Normal Sale,Yes,13800000
Perambur,873,666,2,2,Normal Sale,Yes,4100000
Saidapet,973,140,2,2,Normal Sale,Yes,6100000
Kodambakkam,1437,570,4,4,Normal Sale,Yes,11600000
Guindy,1350,37,2,2,Normal Sale,NO,9200000
Adyar,1512,130,4,2,Family,Yes,13700000
Egmore,1333,453,2,2,Normal Sale,Yes,9200000
Anna Nagar,1725,788,3,4,Normal Sale,Yes,14100000
Anna Nagar,1570,86,4,2,Normal Sale,Yes,16100000
Thiruvanmiyur,1409,223,4,3,Partial,Yes,10300000
Porur,912,16,2,1,Family,Yes,4700000
Besant Nagar,1472,137,4,2,Normal Sale,Yes,14100000
Chetpet,1269,318,3,2,Family,Yes,9200000
Chromepet,1217,282,3,1,Family,Yes,6600000
Besant Nagar,1336,106,3,1,Normal Sale,Yes,11400000
Egmore,1287,36,3,1,Partial,Yes,9300000
Mylapore,1429,268,3,4,Normal Sale,Yes,12400000
Guindy,1585,681,4,4,Normal Sale,Yes,12400000
OMR,1460,170,4,3,Normal Sale,Yes,10900000
Perambur,1041,129,3,1,Normal Sale,Yes,5500000
Mylapore,1801,257,3,2,Abnormal,NO,13100000
Mylapore,1541,1000,3,2,Normal Sale,Yes,12500000
Perambur,1019,419,2,1,Normal Sale,Yes,5000000
Nungambakkam,1486,317,4,3,Partial,Yes,13500000
Mylapore,1547,128,3,2,Partial,Yes,13400000
Avadi,767,28,2,2,Partial,Yes,2700000
Thiruvanmiyur,1218,148,3,2,Normal Sale,Yes,10500000
Anna Nagar,1651,75,4,4,Normal Sale,NO,16100000
Thiruvanmiyur,1134,14,2,1,Normal Sale,Yes,8900000
T Nagar,1302,9,3,1,Abnormal,Yes,10800000
Avadi,839,49,1,1,Normal Sale,Yes,3200000
Porur,1036,51,3,2,Partial,NO,5500000
Egmore,1078,107,3,1,Abnormal,Yes,6800000
Adyar,1339,184,2,1,Normal Sale,Yes,11800000
Perambur,957,276,2,1,Normal Sale,Yes,4600000
Velacherry,1070,25,3,1,Normal Sale,Yes,7700000
OMR,1428,128,4,2,Normal Sale,Yes,10100000
Chetpet,1473,101,4,4,Normal Sale,Yes,14200000
Chromepet,1392,553,3,2,Normal Sale,Yes,8000000
Chromepet,1055,211,3,2,Normal Sale,Yes,6700000
Anna Nagar,2011,254,3,2,Normal Sale,NO,18100000
Chetpet,1234,430,3,1,Normal Sale,NO,9600000
Thiruvanmiyur,1403,217,4,2,Normal Sale,Yes,11800000
Saidapet,1293,92,2,1,Normal Sale,NO,7800000
Perambur,1035,880,3,1,Normal Sale,Yes,5000000
Velacherry,1046,339,2,2,Normal Sale,Yes,6900000
Chetpet,1293,45,2,2,Normal Sale,Yes,10200000
Saidapet,760,232,2,2,Normal Sale,Yes,4800000
Besant Nagar,1272,282,3,2,Normal Sale,Yes,11400000
Saidapet,1091,668,3,1,Family,Yes,6100000
T Nagar,1329,125,3,1,Normal Sale,Yes,13000000
Kodambakkam,1337,207,2,1,Partial,Yes,8500000
OMR,1448,308,4,3,Normal Sale,Yes,10700000
Guindy,1214,165,3,1,Normal Sale,Yes,10600000
Velacherry,1075,238,3,1,Normal Sale,Yes,6900000
Chromepet,998,32,2,1,Normal Sale,NO,5000000
Velacherry,1241,873,3,2,Normal Sale,Yes,7600000
Avadi,823,102,2,1,Normal Sale,Yes,3300000
Tambaram,703,13,2,1,Normal Sale,Yes,3200000
T Nagar,1736,387,4,4,Normal Sale,Yes,15800000
Kodambakkam,1181,84,2,1,Abnormal,Yes,6600000
Kodambakkam,1039,151,2,2,Abnormal,NO,6200000
Guindy,1126,181,2,2,Normal Sale,Yes,9100000
Porur,1008,141,3,2,Normal Sale,Yes,5900000
T Nagar,1679,68,4,2,Normal Sale,Yes,15800000
Kodambakkam,991,171,1,1,Abnormal,Yes,5500000
Perambur,823,246,1,2,Normal Sale,Yes,3500000
Chetpet,1555,72,4,4,Normal Sale,NO,14200000
Saidapet,1412,352,4,2,Partial,NO,9600000
Saidapet,1268,343,3,1,Normal Sale,Yes,9200000
Chetpet,1454,226,4,3,Normal Sale,Yes,13500000
Perambur,780,48,1,1,Normal Sale,NO,3100000
Avadi,799,7,2,2,Normal Sale,NO,3400000
Avadi,818,23,1,1,Normal Sale,Yes,3000000
Anna Nagar,1612,10,3,2,Abnormal,NO,11500000
Thiruvanmiyur,1235,117,2,1,Normal Sale,Yes,9700000
Velacherry,1103,227,2,1,Normal Sale,Yes,7200000
Mylapore,1472,161,4,2,Partial,NO,12700000
Porur,971,81,2,1,Partial,Yes,5400000
Kodambakkam,1384,608,3,1,Family,Yes,8400000
Avadi,765,563,1,1,Normal Sale,NO,2900000
Mylapore,1657,85,4,4,Partial,Yes,15200000
T Nagar,2114,122,4,2,Partial,Yes,18900000
Chetpet,1214,246,2,2,Normal Sale,Yes,9800000
Saidapet,1333,1000,3,2,Normal Sale,Yes,8300000
Nungambakkam,1319,546,3,2,Normal Sale,Yes,10700000
Porur,1145,130,3,1,Normal Sale,NO,7200000
Egmore,1319,12,3,1,Normal Sale,Yes,9500000
Porur,1272,18,2,2,Normal Sale,Yes,7700000
Adyar,1875,97,3,4,Normal Sale,NO,16400000
T Nagar,1682,312,3,2,Normal Sale,Yes,15300000
Guindy,1351,0,3,1,Normal Sale,Yes,10500000
Chromepet,904,156,2,1,Normal Sale,Yes,5300000
Avadi,713,83,2,2,Normal Sale,Yes,3000000
Tambaram,886,389,2,2,Abnormal,Yes,3300000
Guindy,1442,313,3,3,Normal Sale,Yes,12000000
Saidapet,1123,556,2,1,Partial,Yes,6000000
Besant Nagar,1256,422,3,2,Normal Sale,Yes,10800000
Besant Nagar,1282,220,2,1,Normal Sale,Yes,9900000
Mylapore,1603,31,4,2,Normal Sale,Yes,15100000
Chetpet,1611,200,3,2,Normal Sale,Yes,14400000
Chromepet,1168,11,3,2,Abnormal,Yes,5800000
Tambaram,883,259,2,1,Normal Sale,NO,3800000
Anna Nagar,1956,326,4,3,Normal Sale,Yes,19400000
Anna Nagar,1823,85,4,2,Normal Sale,NO,17900000
Avadi,812,212,1,1,Abnormal,NO,2600000
Tambaram,1094,205,3,1,Partial,Yes,5100000
Thiruvanmiyur,1337,383,3,2,Partial,Yes,9400000
Guindy,1193,51,3,2,Normal Sale,Yes,9300000
OMR,1545,193,3,3,Normal Sale,Yes,10600000
Egmore,1173,357,3,2,Partial,Yes,8100000
Guindy,1036,64,2,1,Normal Sale,Yes,7300000
Guindy,1104,478,2,2,Abnormal,Yes,6600000
Nungambakkam,1430,148,3,2,Family,Yes,11200000
Chromepet,852,244,1,2,Normal Sale,Yes,4400000
Egmore,1398,41,2,2,Normal Sale,Yes,9800000
Guindy,1235,228,2,1,Partial,Yes,8000000
Tambaram,986,101,1,2,Normal Sale,Yes,4500000
Avadi,887,1000,1,1,Normal Sale,Yes,3200000
Perambur,989,477,1,1,Partial,Yes,4000000
Nungambakkam,1241,369,2,1,Normal Sale,Yes,11000000
Thiruvanmiyur,943,284,1,2,Normal Sale,Yes,6000000
T Nagar,1723,77,3,2,Partial,NO,14200000
Velacherry,1264,6,2,1,Normal Sale,Yes,8700000
Thiruvanmiyur,1459,145,3,4,Partial,Yes,10100000
Anna Nagar,1720,496,3,3,Normal Sale,Yes,14400000
Anna Nagar,1939,4,4,3,Normal Sale,NO,18800000
Porur,1109,31,3,1,Normal Sale,Yes,7100000
Porur,880,135,2,1,Normal Sale,NO,5000000
Thiruvanmiyur,1057,273,3,2,Normal Sale,Yes,8600000
Thiruvanmiyur,1325,459,2,2,Partial,Yes,8800000
Chetpet,1473,27,4,3,Normal Sale,Yes,13300000
OMR,1496,550,3,4,Normal Sale,Yes,9900000
Nungambakkam,1741,139,3,4,Normal Sale,NO,14600000
Avadi,935,401,2,2,Abnormal,Yes,3400000
Besant Nagar,1159,17,3,2,Partial,NO,9600000
Velacherry,1348,228,2,1,Abnormal,Yes,7800000
Tambaram,894,121,2,2,Normal Sale,Yes,4600000
Nungambakkam,1041,109,2,2,Abnormal,NO,7000000
Chromepet,1013,54,2,2,Abnormal,Yes,4500000
Chetpet,1280,1000,3,1,Normal Sale,Yes,9700000
Mylapore,1445,697,3,2,Normal Sale,Yes,12500000
T Nagar,1702,58,4,4,Normal Sale,Yes,17900000
Velacherry,1322,499,3,1,Normal Sale,Yes,9000000
Kodambakkam,1429,13,4,3,Normal Sale,Yes,11700000
Chromepet,1122,82,2,2,Abnormal,Yes,5400000
Besant Nagar,1054,216,3,2,Abnormal,Yes,7600000
Nungambakkam,1238,322,2,2,Family,Yes,9500000
Guindy,1268,67,2,1,Normal Sale,Yes,9700000
Kodambakkam,1149,143,2,1,Normal Sale,Yes,8700000
Nungambakkam,1674,4,3,3,Abnormal,Yes,12700000
Perambur,949,101,2,2,Normal Sale,Yes,4700000
Tambaram,926,105,1,1,Normal Sale,Yes,3800000
Saidapet,1083,522,3,2,Normal Sale,Yes,7300000
Tambaram,882,13,2,1,Normal Sale,NO,4100000
Guindy,1090,1000,2,2,Normal Sale,NO,7500000
Kodambakkam,1329,116,2,2,Normal Sale,Yes,10100000
Thiruvanmiyur,1538,1000,3,3,Normal Sale,Yes,10500000
Chromepet,1006,188,3,1,Partial,Yes,5400000
Velacherry,1200,108,2,2,Partial,Yes,7500000
OMR,1533,110,3,4,Normal Sale,Yes,10200000
Porur,1096,185,2,2,Partial,Yes,5900000
Saidapet,973,227,1,1,Normal Sale,Yes,5500000
Guindy,1311,166,2,1,Normal Sale,Yes,9600000
Porur,873,3,2,1,Partial,Yes,4900000
Besant Nagar,1258,25,2,2,Partial,Yes,9000000
T Nagar,1849,490,3,4,Abnormal,Yes,13700000
Nungambakkam,1100,272,2,2,Normal Sale,Yes,9700000
Nungambakkam,1086,283,2,1,Normal Sale,Yes,9200000
Mylapore,1436,138,4,3,Normal Sale,Yes,13100000
Avadi,877,38,2,1,Normal Sale,Yes,3400000
Chromepet,1084,282,3,1,Normal Sale,NO,6100000
Adyar,1825,141,4,4,Partial,Yes,16500000
Saidapet,1020,56,2,1,Normal Sale,Yes,6200000
Perambur,844,2,1,2,Normal Sale,Yes,3600000
Chromepet,1108,92,2,2,Partial,NO,5200000
Chromepet,1090,137,2,2,Normal Sale,Yes,6200000
Chromepet,1211,579,2,2,Normal Sale,Yes,6200000
Tambaram,843,53,2,1,Normal Sale,Yes,3800000
Porur,1023,120,2,1,Normal Sale,Yes,6200000
OMR,1499,89,3,4,Partial,Yes,10100000
Mylapore,1443,130,3,2,Normal Sale,Yes,12700000
Guindy,1439,58,3,4,Partial,Yes,11000000
Saidapet,1323,152,3,1,Abnormal,NO,7300000
Velacherry,1180,106,3,1,Normal Sale,NO,8300000
OMR,1189,36,2,1,Abnormal,Yes,6800000
Chromepet,940,403,1,1,Partial,Yes,4200000
Porur,821,77,1,2,Normal Sale,Yes,4800000
Velacherry,1701,69,3,2,Normal Sale,Yes,11800000
Egmore,1215,405,2,1,Normal Sale,Yes,7700000
Besant Nagar,1349,184,3,1,Family,Yes,10900000
Nungambakkam,1453,305,4,4,Partial,Yes,13800000
Avadi,669,193,1,1,Partial,NO,2100000
Chetpet,1605,256,3,3,Partial,Yes,11800000
Chetpet,1430,550,4,2,Normal Sale,Yes,12500000
Tambaram,802,113,2,2,Abnormal,Yes,3100000
Porur,1173,187,3,1,Abnormal,NO,5700000
Chromepet,1040,161,3,1,Family,Yes,5800000
Guindy,1100,59,2,1,Partial,NO,6900000
T Nagar,1579,362,4,4,Family,Yes,12200000
Nungambakkam,1844,46,3,4,Partial,Yes,16500000
Thiruvanmiyur,1337,55,2,1,Normal Sale,Yes,9700000
Besant Nagar,1173,157,2,1,Normal Sale,Yes,9100000
T Nagar,1500,47,4,4,Abnormal,Yes,11700000
Besant Nagar,1150,116,2,2,Normal Sale,Yes,9100000
Egmore,1220,38,2,2,Abnormal,Yes,7700000
Besant Nagar,1424,64,4,2,Abnormal,Yes,12200000
T Nagar,1792,121,4,4,Normal Sale,Yes,18500000
Kodambakkam,1302,43,2,2,Normal Sale,Yes,9700000
Saidapet,1084,1000,3,1,Normal Sale,Yes,7000000
T Nagar,1703,178,4,4,Normal Sale,Yes,16300000
Chromepet,919,256,2,1,Normal Sale,Yes,4600000
Perambur,1019,609,3,2,Normal Sale,Yes,5200000
Anna Nagar,1804,295,4,3,Normal Sale,Yes,18100000
Nungambakkam,1432,285,3,4,Normal Sale,Yes,12500000
Anna Nagar,2024,264,4,2,Partial,NO,16500000
Guindy,1566,892,3,2,Normal Sale,Yes,11000000
Perambur,868,148,2,2,Normal Sale,NO,4000000
Adyar,1822,247,4,2,Normal Sale,Yes,17500000
Egmore,1336,796,2,1,Normal Sale,Yes,9000000
T Nagar,1871,245,3,4,Normal Sale,Yes,15800000
Thiruvanmiyur,1284,19,2,1,Partial,Yes,8900000
Kodambakkam,1222,158,2,1,Normal Sale,Yes,9000000
Adyar,1915,206,4,3,Normal Sale,NO,18800000
Adyar,1854,181,3,4,Normal Sale,Yes,15700000
Chromepet,907,499,1,1,Partial,Yes,4300000
Saidapet,1021,18,3,2,Normal Sale,Yes,7100000
Tambaram,929,170,2,1,Normal Sale,Yes,4300000
Besant Nagar,1453,261,4,3,Abnormal,Yes,11200000
Chromepet,1403,148,4,4,Partial,NO,7900000
Nungambakkam,1464,231,4,3,Abnormal,Yes,12800000
Mylapore,1454,156,3,2,Normal Sale,NO,12100000
Chromepet,1297,102,3,1,Normal Sale,Yes,8300000
Adyar,1708,73,3,2,Normal Sale,Yes,15800000
OMR,1473,111,3,4,Normal Sale,Yes,10600000
Saidapet,1444,345,4,2,Normal Sale,Yes,10600000
Tambaram,863,107,2,2,Normal Sale,Yes,4000000
Velacherry,1227,258,3,2,Normal Sale,NO,7900000
Velacherry,1296,196,2,1,Normal Sale,NO,7500000
Thiruvanmiyur,1133,69,3,1,Normal Sale,Yes,9400000
Thiruvanmiyur,1409,203,4,2,Normal Sale,Yes,11900000
Perambur,1014,42,3,1,Normal Sale,Yes,5700000
OMR,1192,789,3,2,Normal Sale,Yes,8400000
Kodambakkam,1170,87,2,1,Family,Yes,7100000
Chetpet,1193,37,2,1,Partial,NO,8000000
Tambaram,952,517,1,2,Partial,Yes,3700000
Avadi,704,582,2,1,Normal Sale,Yes,3000000
Kodambakkam,1302,203,2,1,Normal Sale,Yes,8800000
Porur,1106,94,3,2,Normal Sale,Yes,7100000
Thiruvanmiyur,1380,1000,2,1,Abnormal,Yes,8400000
Velacherry,1150,425,3,2,Family,Yes,6700000
Guindy,1363,7,3,2,Normal Sale,NO,10800000
T Nagar,1689,245,4,3,Normal Sale,NO,15300000
Anna Nagar,1628,173,4,2,Normal Sale,Yes,16000000
Nungambakkam,1447,339,3,3,Normal Sale,Yes,13900000
Egmore,1454,37,4,3,Normal Sale,NO,11700000
Perambur,638,143,1,1,Partial,Yes,2600000
Thiruvanmiyur,1284,604,2,2,Normal Sale,Yes,9800000
Adyar,2009,67,4,4,Abnormal,Yes,16900000
Mylapore,1932,89,4,3,Normal Sale,NO,17600000
Mylapore,1815,34,3,3,Normal Sale,Yes,17300000
Thiruvanmiyur,1151,313,2,1,Normal Sale,Yes,8800000
Egmore,1570,867,4,3,Abnormal,Yes,10100000
Tambaram,966,520,1,1,Normal Sale,Yes,3900000
Adyar,1520,147,3,2,Normal Sale,Yes,13600000
Chromepet,1050,92,2,1,Normal Sale,Yes,6300000
Egmore,1122,136,2,2,Normal Sale,Yes,7400000
Saidapet,955,15,2,2,Normal Sale,Yes,6600000
Velacherry,1017,48,2,2,Partial,NO,5400000
Perambur,1120,10,2,2,Normal Sale,Yes,5800000
T Nagar,1858,281,4,3,Normal Sale,Yes,17300000
Kodambakkam,1440,131,4,2,Partial,Yes,10200000
Chetpet,1195,164,2,2,Family,NO,7900000
Avadi,751,62,2,1,Normal Sale,Yes,3300000
Perambur,838,63,2,2,Normal Sale,Yes,4200000
Chetpet,1477,56,3,2,Normal Sale,Yes,13000000
Mylapore,1605,25,4,3,Partial,Yes,14900000
Tambaram,850,127,2,2,Abnormal,Yes,3200000
OMR,1256,1000,3,2,Normal Sale,Yes,7800000
Egmore,1268,27,2,1,Normal Sale,Yes,8000000
Porur,1216,223,2,2,Normal Sale,Yes,7100000
Mylapore,1245,49,2,1,Normal Sale,NO,9500000
Kodambakkam,1107,467,3,2,Partial,Yes,7300000
Saidapet,1114,32,2,1,Normal Sale,Yes,7300000
Anna Nagar,1780,132,3,2,Normal Sale,Yes,15600000
Avadi,820,90,1,1,Partial,Yes,2900000
Chromepet,1061,570,2,2,Normal Sale,Yes,5500000
Besant Nagar,1333,468,2,2,Partial,NO,9600000
Egmore,1032,386,2,1,Partial,Yes,6000000
Nungambakkam,1514,95,4,3,Normal Sale,NO,13800000
Porur,1073,176,3,2,Normal Sale,Yes,6400000
Avadi,836,3,2,1,Partial,Yes,3100000
Avadi,904,89,2,1,Normal Sale,NO,3800000
Guindy,1279,267,3,1,Partial,Yes,9500000
Mylapore,1340,589,2,1,Normal Sale,Yes,10800000
Nungambakkam,1394,277,2,2,Normal Sale,Yes,11800000
T Nagar,1610,325,3,2,Partial,Yes,12700000
Saidapet,1090,600,3,1,Normal Sale,Yes,7600000
OMR,1267,690,3,2,Normal Sale,NO,8200000
Velacherry,1098,179,2,2,Normal Sale,Yes,7000000
Saidapet,1281,2,3,1,Normal Sale,Yes,8500000
Guindy,1213,482,2,1,Partial,Yes,8300000
T Nagar,1538,279,4,3,Normal Sale,Yes,13900000
Adyar,1836,17,4,3,Partial,Yes,17000000
Tambaram,767,324,1,2,Normal Sale,Yes,3400000
Perambur,754,198,2,1,Normal Sale,Yes,3600000
Avadi,814,296,1,2,Normal Sale,Yes,3100000
Chetpet,1266,280,2,2,Normal Sale,NO,9600000
Tambaram,986,82,2,1,Normal Sale,Yes,5100000
Avadi,550,391,1,2,Normal Sale,Yes,2000000
Chetpet,1547,96,4,2,Normal Sale,Yes,14500000
Besant Nagar,1275,6,3,1,Normal Sale,NO,9900000
Nungambakkam,1332,195,3,1,Partial,Yes,10700000
Perambur,899,204,1,1,Normal Sale,Yes,3800000
Velacherry,1014,16,3,2,Normal Sale,Yes,6800000
Nungambakkam,1359,96,3,1,Normal Sale,Yes,12800000
Egmore,1423,104,4,3,Abnormal,Yes,9300000
Thiruvanmiyur,1534,358,3,3,Normal Sale,Yes,12300000
T Nagar,1964,215,4,3,Normal Sale,NO,19400000
Mylapore,1369,61,2,2,Partial,Yes,9800000
Tambaram,925,50,1,1,Normal Sale,Yes,4300000
Tambaram,1011,169,3,2,Normal Sale,Yes,5600000
Besant Nagar,1086,4,2,2,Normal Sale,Yes,8900000
Nungambakkam,1486,104,4,3,Normal Sale,Yes,15800000
Kodambakkam,1183,145,3,1,Normal Sale,Yes,8800000
Chetpet,1603,88,3,4,Normal Sale,Yes,14000000
Mylapore,1607,177,4,3,Abnormal,Yes,12000000
Anna Nagar,1575,154,4,2,Normal Sale,Yes,15000000
Guindy,1144,221,2,2,Normal Sale,Yes,8200000
Besant Nagar,1496,342,3,2,Normal Sale,Yes,13600000
OMR,1304,365,2,1,Normal Sale,Yes,8800000
Nungambakkam,1343,876,2,2,Normal Sale,Yes,9800000
T Nagar,1438,62,3,3,Normal Sale,NO,12700000
Tambaram,910,145,2,1,Normal Sale,Yes,4700000
Thiruvanmiyur,1121,65,2,2,Normal Sale,Yes,8400000
Chetpet,1377,249,3,1,Normal Sale,NO,10500000
Porur,1264,10,2,2,Normal Sale,Yes,7600000
Tambaram,962,40,1,2,Partial,NO,3500000
Avadi,839,351,1,1,Abnormal,Yes,2600000
Chetpet,1299,251,3,2,Normal Sale,NO,10800000
Besant Nagar,1383,987,3,1,Partial,Yes,10700000
Egmore,1155,193,3,2,Normal Sale,Yes,8200000
Chromepet,881,48,1,2,Normal Sale,Yes,4800000
Avadi,1025,280,2,2,Abnormal,Yes,3400000
Saidapet,940,72,2,2,Partial,Yes,5900000
Porur,944,325,2,2,Normal Sale,NO,5400000
Nungambakkam,1215,1000,2,1,Family,Yes,8600000
Avadi,700,33,2,1,Normal Sale,Yes,2900000
Saidapet,1230,286,3,1,Normal Sale,Yes,7800000
Egmore,1210,845,2,1,Normal Sale,Yes,7300000
Saidapet,1019,56,2,2,Normal Sale,Yes,6300000
Saidapet,1240,609,3,1,Normal Sale,NO,8100000
Kodambakkam,1276,106,3,1,Normal Sale,Yes,9900000
Nungambakkam,1328,176,3,2,Partial,Yes,12000000
Guindy,1235,100,3,1,Normal Sale,Yes,10300000
Avadi,726,582,1,2,Normal Sale,Yes,2800000
Egmore,1187,186,2,1,Normal Sale,NO,7300000
Anna Nagar,1794,360,4,4,Normal Sale,Yes,16100000
Thiruvanmiyur,1071,21,2,1,Abnormal,Yes,6300000
Kodambakkam,1225,88,2,1,Normal Sale,Yes,9000000
Thiruvanmiyur,1272,238,3,2,Normal Sale,Yes,10600000
Anna Nagar,2103,114,3,4,Normal Sale,Yes,18900000
T Nagar,1696,958,4,2,Normal Sale,Yes,15000000
Guindy,1273,121,2,2,Family,Yes,8500000
Egmore,1341,9,2,2,Normal Sale,Yes,8600000
Anna Nagar,1820,689,3,2,Partial,Yes,13700000
Kodambakkam,1301,58,2,2,Abnormal,Yes,8200000
T Nagar,1688,126,3,2,Normal Sale,NO,14300000
Chetpet,1216,16,3,2,Partial,Yes,8700000
Egmore,1018,73,2,1,Normal Sale,Yes,6400000
Perambur,1055,409,2,1,Family,Yes,4600000
Saidapet,1231,45,3,2,Partial,Yes,8300000
Avadi,838,33,1,1,Normal Sale,Yes,3300000
T Nagar,1412,8,3,4,Normal Sale,Yes,12300000
Anna Nagar,1585,345,3,3,Partial,NO,13200000
Chetpet,1626,615,3,4,Normal Sale,NO,11700000
Perambur,999,184,1,1,Normal Sale,Yes,4200000
Adyar,1762,7,3,2,Normal Sale,Yes,15600000
Anna Nagar,1836,40,4,2,Abnormal,Yes,14400000
Thiruvanmiyur,1286,78,3,2,Normal Sale,Yes,11000000
Velacherry,1196,176,2,1,Family,NO,6200000
Velacherry,1347,154,2,2,Normal Sale,Yes,9300000
Chromepet,882,180,1,2,Abnormal,NO,3900000
Perambur,805,23,2,1,Normal Sale,Yes,4300000
Nungambakkam,1372,93,3,1,Normal Sale,Yes,12500000
Thiruvanmiyur,1315,137,2,2,Abnormal,Yes,8900000
OMR,1273,7,3,2,Normal Sale,Yes,9000000
Saidapet,1171,345,3,1,Normal Sale,Yes,8000000
Chetpet,1457,132,4,3,Partial,Yes,12700000
Kodambakkam,1022,71,2,1,Abnormal,Yes,6300000
Anna Nagar,1616,270,3,3,Family,Yes,13000000
Porur,1180,215,3,2,Normal Sale,Yes,7600000
Nungambakkam,1302,378,2,2,Normal Sale,Yes,10300000
Velacherry,872,218,1,1,Partial,Yes,4400000
Chetpet,1429,389,4,2,Partial,NO,11300000
Adyar,1505,217,4,2,Normal Sale,Yes,14500000
Adyar,1865,120,4,4,Normal Sale,Yes,17000000
Egmore,1407,626,4,3,Normal Sale,NO,10600000
OMR,1319,175,2,1,Normal Sale,Yes,8000000
Velacherry,1283,245,3,1,Normal Sale,NO,7800000
Adyar,1559,56,4,2,Partial,Yes,13700000
Adyar,1000,71,3,2,Family,NO,7100000
Egmore,1208,443,3,1,Normal Sale,Yes,8700000
Avadi,693,7,1,1,Normal Sale,Yes,2900000
Chetpet,1443,13,3,2,Normal Sale,Yes,11800000
Saidapet,1130,146,2,1,Normal Sale,Yes,7000000
Guindy,1424,224,3,3,Abnormal,Yes,9300000
Adyar,1868,233,4,3,Normal Sale,Yes,18700000
Adyar,1870,160,4,3,Abnormal,NO,14600000
Perambur,987,5,1,1,Normal Sale,Yes,4700000
Mylapore,1242,101,2,1,Normal Sale,Yes,10800000
Guindy,1194,24,2,1,Normal Sale,NO,8200000
OMR,1384,89,2,1,Abnormal,NO,7200000
Besant Nagar,1205,13,3,1,Normal Sale,Yes,11100000
Porur,922,112,1,1,Normal Sale,Yes,5000000
Adyar,1850,117,4,2,Normal Sale,Yes,17400000
Porur,807,59,2,2,Normal Sale,NO,4800000
Kodambakkam,1069,136,2,2,Normal Sale,Yes,7400000
Saidapet,963,32,1,1,Normal Sale,NO,5500000
Anna Nagar,1736,173,3,4,Normal Sale,NO,13800000
Perambur,873,104,1,2,Normal Sale,Yes,3900000
Besant Nagar,1103,61,3,1,Family,Yes,9100000
Perambur,960,308,1,2,Partial,Yes,3700000
Avadi,992,48,2,1,Normal Sale,Yes,3900000
Avadi,663,340,2,2,Normal Sale,Yes,2600000
Egmore,1349,18,3,1,Normal Sale,Yes,9600000
Velacherry,1207,75,3,1,Normal Sale,Yes,8900000
Egmore,1345,83,2,2,Family,Yes,8600000
Saidapet,1008,375,3,1,Normal Sale,Yes,7000000
Porur,1246,112,3,1,Normal Sale,Yes,7600000
Velacherry,1334,371,3,2,Normal Sale,NO,8200000
Anna Nagar,1667,266,3,4,Abnormal,Yes,13600000
Saidapet,1017,42,2,2,Normal Sale,NO,6300000
Velacherry,1238,122,2,2,Abnormal,NO,6500000
Adyar,1669,599,3,2,Normal Sale,Yes,15000000
Besant Nagar,1493,581,4,4,Normal Sale,Yes,13300000
Porur,1077,327,2,2,Partial,Yes,5500000
Velacherry,1190,85,2,2,Family,Yes,6400000
Kodambakkam,1103,10,3,2,Normal Sale,NO,8400000
Perambur,811,38,2,1,Normal Sale,Yes,4000000
Tambaram,892,47,2,1,Normal Sale,NO,4500000
Chetpet,1582,945,3,2,Normal Sale,Yes,12600000
Kodambakkam,1016,216,2,2,Normal Sale,Yes,7400000
Avadi,821,61,1,1,Normal Sale,Yes,3300000
Nungambakkam,1420,29,3,2,Normal Sale,Yes,14200000
